id,region,filiere,ktype,sau,umo,ugb,nb_vl,surface_sfp,surface_herbe_pp,surface_herbe_pt,surface_culture
3849,Pays de la Loire,Caprins,"MB saison, maxi pâturage",49.5,0.1,65.4,1,12.4,7.6,4.8,0.0
3850,Normandie,Caprins,"MB saison, pâturage et foin",46.7,0.0,7.5,0,22.5,0.0,22.5,24.2
3851,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",53.4,0.1,70.9,0,47.5,9.4,38.2,5.8
3852,Normandie,Grandes cultures,"Race charolaise, 200 places",171.1,0.0,118.8,0,21.8,0.1,0.0,149.4
3853,Bretagne,Caprins,"MB saison, maxi pâturage",0.0,0.0,52.4,0,0.0,0.0,0.0,0.0
3854,Bretagne,Autre,Engraisseur avec diversification canne,11.0,1.2,18.3,0,3.1,0.4,2.6,0.0
3855,Normandie,Autre,Engraisseur avec diversification canne,5.0,0.0,18.3,1,3.5,0.1,2.4,0.0
3856,Pays de la Loire,Bovins lait,25 % maïs/SFP (irrigation),120.2,0.0,85.0,109,53.4,41.1,12.3,23.4
3857,Pays de la Loire,Bovins viande,Naisseur Engraisseur,101.4,0.0,110.1,0,101.4,32.8,30.1,0.0
3858,Bretagne,Autre,Engraisseur avec diversification canne,8.9,1.3,26.8,0,4.0,0.4,2.6,0.8
3859,Bretagne,Ovins viande,200 brebis race bouchère - Batiment,9.3,0.0,59.4,0,3.8,3.8,0.0,5.5
3860,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",139.4,0.0,85.2,0,42.1,12.4,29.6,12.7
3861,Normandie,Autre,Engraisseur avec diversification canne,13.4,0.1,13.9,0,3.9,0.0,3.9,0.0
3862,Bretagne,Bovins viande,"Vêl. hiver, Broutards - femelles maigres",143.6,1.4,138.6,0,78.9,63.2,15.6,0.0
3863,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.1,0.0,19.0,0,3.5,0.0,2.0,0.8
3864,Pays de la Loire,Ovins lait,"Début de traite au 15/02, ensilage herbe",123.4,1.0,38.4,0,40.3,7.7,32.6,32.2
3865,Bretagne,Autre,Engraisseur avec diversification canne,9.5,0.0,18.1,0,3.0,0.0,3.0,0.5
3866,Pays de la Loire,Autre,Engraisseur avec diversification canne,13.2,0.0,23.6,0,2.9,0.0,2.9,0.0
3867,Bretagne,Autre,Engraisseur avec diversification canne,13.0,0.0,15.2,0,2.8,0.9,1.9,0.0
3868,Pays de la Loire,Ovins lait,"Début de traite au 20/02, foin",92.8,0.0,102.7,0,74.9,18.8,26.6,7.0
3869,Normandie,Bovins viande,"Boeufs, femelles finies",116.2,0.4,101.6,1,113.0,108.0,0.0,3.1
3870,Pays de la Loire,Ovins viande,200 brebis - Romane - 100 Ha,120.0,0.5,51.1,0,38.8,28.3,10.5,81.2
3871,Pays de la Loire,Ovins lait,"Début de traite au 20/02, foin",74.5,0.7,91.7,1,62.3,9.0,53.4,12.1
3872,Bretagne,Caprins,Pastoral assurant par le distribué,111.7,1.5,51.3,0,46.4,9.4,4.5,1.9
3873,Pays de la Loire,Bovins viande,"Race blonde d'Aquitaine, vêlages d'hiver",85.9,0.5,220.7,0,63.2,26.3,6.9,22.7
3874,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",125.2,0.0,70.9,1,58.3,12.3,40.3,13.2
3875,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.2,0.0,16.3,0,3.9,0.4,3.5,0.0
3876,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,120.1,0.0,127.0,0,15.4,1.3,0.3,104.7
3877,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,292.0,0.4,124.4,0,21.0,0.7,0.0,149.1
3878,Pays de la Loire,Bovins lait,Une partie des concentrés achetée,301.8,0.0,44.1,60,64.8,37.1,0.0,0.0
3879,Bretagne,Ovins lait,"Début de traite au 20/02, foin",34.2,0.0,63.2,0,27.2,8.5,18.7,6.9
3880,Bretagne,Grandes cultures,"Race charolaise, 200 places",194.9,1.5,155.5,0,12.4,0.0,0.0,68.2
3881,Bretagne,Ovins viande,Un agn. en automne Bergerie dominants,47.9,1.3,46.6,0,12.6,12.6,0.0,35.3
3882,Bretagne,Autre,Engraisseur avec diversification canne,7.7,1.1,16.7,0,3.0,0.5,2.5,0.0
3883,Pays de la Loire,Caprins,Mises bas saison,102.8,0.0,82.7,0,20.4,9.3,11.0,0.0
3884,Pays de la Loire,Bovins lait,AOP - Structure modeste,267.6,0.0,160.0,12,104.7,80.8,0.0,151.9
3885,Normandie,Ovins viande,200 brebis - Romane - 100 Ha,84.9,0.0,93.4,0,19.5,19.5,0.0,65.4
3886,Bretagne,Bovins lait,"autonomie protéique, > 6500 l/VL",304.6,0.0,228.4,67,117.0,0.0,13.3,0.0
3887,Bretagne,Bovins lait,"60 % de la SAU en SFP, Maïs dominant",169.9,0.0,88.8,21,80.8,49.2,31.6,10.2
3888,Pays de la Loire,Bovins lait,"bœufs laitiers, 100% pâture VL 2 mois",58.5,0.0,85.8,80,13.1,9.0,4.0,0.0
3889,Pays de la Loire,Ovins lait,"Début de traite au 20/02, foin",145.5,0.0,103.4,0,43.7,9.1,15.3,48.8
3890,Pays de la Loire,Bovins viande,"Vêl. aut, Broutards lourds, fem. finies",83.2,0.7,26.2,0,57.1,12.4,44.7,26.1
3891,Bretagne,Grandes cultures,"Race charolaise, 200 places",218.5,0.0,90.7,0,24.3,1.3,0.0,194.2
3892,Bretagne,Ovins viande,200 brebis - Romane - 100 Ha,44.7,0.0,123.6,1,23.1,18.5,4.6,21.6
3893,Normandie,Ovins viande,Agnelage x2 - bergerie lourds + tardons,172.1,1.8,137.7,0,65.9,24.3,41.5,0.0
3894,Normandie,Ovins viande,3 agn./2 ans non systématique Bergerie,21.5,0.6,112.7,0,14.5,8.8,5.7,7.0
3895,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,108.9,0.7,95.5,0,7.1,0.9,0.0,101.8
3896,Pays de la Loire,Ovins viande,Deux périodes d'agn. Agneaux Bergerie,80.4,0.0,52.3,0,49.2,0.0,3.1,0.0
3897,Normandie,Grandes cultures,"Race charolaise, 200 places",221.4,1.4,113.5,0,18.8,0.0,0.4,129.1
3898,Bretagne,Bovins lait,Robot de traite. Plus de 20% de maïs/SFP,107.6,0.0,158.7,115,89.5,0.0,0.0,18.1
3899,Normandie,Caprins,Une gamme lactique en circuits courts,54.1,0.4,30.2,1,38.8,1.4,5.5,15.3
3900,Pays de la Loire,Caprins,Pastoral misant sur le distribué,12.2,0.0,21.7,1,1.9,0.0,0.0,10.3
3901,Pays de la Loire,Ovins viande,Deux périodes d'agn. Reproducteurs,129.9,0.0,90.4,0,35.8,15.6,12.1,86.8
3902,Pays de la Loire,Bovins viande,Spécialisé Naisseur broutards croisés ,107.1,0.0,117.1,0,107.1,5.0,7.0,0.0
3903,Normandie,Caprins,Réussir sa commercialisation,0.0,0.6,45.7,0,0.0,0.0,0.0,0.0
3904,Bretagne,Caprins,Mises bas saison,0.0,1.3,76.5,0,0.0,0.0,0.0,0.0
3905,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",130.4,0.0,138.9,0,12.6,2.0,0.1,117.8
3906,Bretagne,Ovins viande,2 périodes de mise bas ,91.0,0.0,104.8,0,23.8,18.7,5.1,0.0
3907,Bretagne,Bovins lait,Volume de lait modeste,97.3,0.9,112.6,81,39.9,0.0,39.9,57.5
3908,Bretagne,Bovins viande,"Vêl. hiver, Jeunes bovins 16-18 mois",73.3,0.0,14.7,0,27.6,11.6,16.0,7.6
3909,Bretagne,Autre,Engraisseur avec diversification canne,11.0,0.0,13.8,0,3.5,0.0,2.1,0.0
3910,Pays de la Loire,Caprins,"2 périodes de mises bas, foin de luzerne",0.0,0.0,66.4,0,0.0,0.0,0.0,0.0
3911,Bretagne,Ovins lait,"Début de traite au 15/02, ensilage herbe",108.5,0.7,63.1,0,87.7,7.4,79.4,20.9
3912,Pays de la Loire,Caprins,Un systéme simple mais technique ,0.0,0.0,40.8,0,0.0,0.0,0.0,0.0
3913,Normandie,Bovins viande,"Race charolaise, vêlages d'hiver",41.8,0.0,196.4,0,38.7,20.0,18.7,3.1
3914,Normandie,Ovins viande,2 périodes de mise bas ,110.8,1.3,53.1,0,35.3,30.0,0.8,28.0
3915,Bretagne,Bovins lait,"35% maïs/SFP, JB",121.2,0.0,129.7,105,58.8,54.8,4.0,62.4
3916,Normandie,Bovins lait,10% maïs/SFP,83.9,1.1,68.2,94,28.6,12.0,16.6,55.3
3917,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,231.2,0.7,134.7,1,17.5,0.2,0.0,198.1
3918,Pays de la Loire,Ovins viande,Agnelage x2 - bergerie lourds + tardons,95.2,0.0,61.2,0,25.1,10.8,14.3,70.1
3919,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,195.5,0.0,117.0,1,8.2,0.0,0.0,152.6
3920,Bretagne,Bovins lait,"Roto, 45% Maïs/SFP, 140 VL",230.0,0.2,119.4,71,58.7,42.5,16.2,55.5
3921,Pays de la Loire,Bovins lait,Herbager foin ventilé,130.5,0.0,74.5,82,41.8,0.0,4.2,88.8
3922,Pays de la Loire,Caprins,"MB saison, pâturage",63.5,0.7,19.5,0,43.3,0.0,28.5,0.0
3923,Pays de la Loire,Bovins viande,"Vêl. hiver, Broutards, fem. finies",233.1,0.0,100.6,0,83.6,47.6,36.0,3.5
3924,Normandie,Bovins lait," 80 % de la SAU en SFP, maïs-herbe",202.8,0.9,178.7,0,115.0,0.0,28.2,0.0
3925,Normandie,Bovins viande,"Vêl. aut., veaux ss la mère et broutards",220.6,0.0,38.5,0,105.8,0.0,41.6,0.0
3926,Normandie,Ovins lait,"Début de traite au 20/11, ensilage",127.8,0.0,78.6,0,69.1,9.3,59.9,0.0
3927,Bretagne,Caprins,"MB saison, affouragement en vert",29.7,2.1,35.9,1,29.7,0.0,0.0,0.0
3928,Pays de la Loire,Ovins viande,Trois périodes d'agn. Bergerie dominants,69.0,0.0,85.9,0,16.6,10.5,6.1,52.4
3929,Pays de la Loire,Bovins lait,140 VL avec ROTO ,18.8,0.3,187.2,20,15.1,1.8,13.4,3.7
3930,Normandie,Ovins lait,"Début de traite au 15/12, foin ventilé",42.0,0.0,84.3,0,27.8,3.4,24.4,14.3
3931,Normandie,Bovins viande,"Structure moyenne mixte, coteaux",116.7,0.0,182.9,0,104.2,48.7,49.5,12.4
3932,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,118.1,0.0,104.9,0,17.6,0.0,0.0,84.6
3933,Pays de la Loire,Bovins viande,"Désaisonnement, LL, ensilage de maïs ",177.2,0.4,109.9,0,55.9,47.1,8.9,14.1
3934,Normandie,Ovins lait,"Début de traite au 20/02, foin",87.3,0.0,109.0,0,28.1,8.0,20.1,21.7
3935,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,108.1,0.0,134.4,0,3.1,0.0,0.0,45.2
3936,Bretagne,Bovins viande,Un agn. Race proli. Bergerie dominants,129.6,0.7,151.5,0,65.5,43.2,22.3,64.1
3937,Pays de la Loire,Bovins lait,"génisses viande, 100% pâture VL 4 mois",179.0,0.0,126.1,76,84.0,20.3,0.0,83.3
3938,Normandie,Ovins viande,Ile de france - 1 agnelage en automne,17.2,1.1,47.0,1,10.7,6.6,4.1,6.5
3939,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.9,0.0,11.2,0,2.6,0.1,2.4,0.5
3940,Bretagne,Caprins,"MB saison, pâturage",65.3,0.5,0.0,0,0.0,0.0,0.0,10.3
3941,Pays de la Loire,Ovins viande,300 brebis - Agneaux fini en bergerie,100.7,0.0,75.5,1,35.0,21.4,13.6,0.0
3942,Pays de la Loire,Ovins lait,"Début de traite au 20/11, ensilage",113.2,0.5,76.6,1,46.5,17.9,28.7,25.1
3943,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,112.0,0.0,156.0,0,24.4,0.0,0.0,87.6
3944,Pays de la Loire,Ovins viande,Agnelage x2 - bergerie lourds + tardons,169.7,1.2,67.0,0,43.4,24.4,19.0,12.8
3945,Pays de la Loire,Bovins viande,"Petite structure mixte OL – BV, montagne",182.6,0.0,121.7,1,118.6,92.8,12.0,64.1
3946,Pays de la Loire,Caprins,"Mises bas en saison, enrubannage et foin",69.7,0.0,22.6,0,31.1,0.0,15.3,0.0
3947,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,159.3,1.7,103.4,0,14.8,0.0,0.0,144.5
3948,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",220.0,0.0,130.1,0,9.4,0.7,1.5,143.2
3949,Normandie,Caprins,Mises bas saison,131.4,0.5,35.5,0,26.5,6.3,20.2,0.0
3950,Bretagne,Bovins lait,30 % de la SAU en SFP - maïs dominant,96.1,0.5,112.4,53,9.3,4.6,4.7,62.6
3951,Pays de la Loire,Bovins lait,> 9000 l/VL,132.4,0.2,115.8,106,78.1,65.3,12.7,41.0
3952,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,193.9,0.4,172.1,0,7.3,0.4,0.6,186.6
3953,Normandie,Ovins viande,Ile de france - 1 agnelage en automne,43.0,1.5,101.3,0,24.2,24.2,0.0,18.8
3954,Normandie,Bovins viande,"Broutards, femelles finies",142.8,0.7,148.0,1,86.1,75.8,10.3,41.0
3955,Pays de la Loire,Ovins viande,Deux périodes d'agn. Reproducteurs,84.2,1.5,64.7,0,43.9,0.0,0.0,40.3
3956,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.8,0.0,16.5,0,3.2,0.2,2.9,2.3
3957,Pays de la Loire,Bovins lait,2/3 pâture VL au printemps,176.9,0.0,62.6,82,108.4,9.0,33.4,68.6
3958,Bretagne,Grandes cultures,"Race charolaise, 200 places",106.5,0.0,139.5,0,0.0,0.0,0.0,106.5
3959,Bretagne,Autre,Engraisseur avec diversification canne,12.0,0.0,19.8,0,3.1,0.4,2.3,0.1
3960,Bretagne,Bovins lait,100% herbe,94.7,0.2,99.7,84,69.0,43.0,26.0,25.8
3961,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,234.3,0.3,110.4,0,26.8,0.0,0.1,73.1
3962,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,194.0,0.3,91.8,0,15.0,0.0,0.0,71.8
3963,Pays de la Loire,Ovins viande,Deux périodes d'agn. Bergerie dominants,61.5,0.2,122.7,0,18.8,16.3,2.4,42.8
3964,Normandie,Bovins viande,Jeunes Bovins et Génisses type Lyon,86.5,0.0,163.2,0,39.4,25.6,13.8,47.1
3965,Bretagne,Caprins,"MB saison, pâturage et affouragement",73.2,0.6,99.8,0,10.3,0.0,10.3,9.9
3966,Normandie,Caprins,"MB saison, pâturage",17.2,0.0,0.0,0,5.5,1.2,4.3,11.6
3967,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",205.8,0.0,105.7,2,6.3,0.0,0.1,184.7
3968,Bretagne,Bovins lait,"35 % de la SAU en SFP, maïs dominant",70.6,0.0,140.4,61,46.5,32.7,13.8,24.1
3969,Pays de la Loire,Bovins lait,Massif jurassien,123.5,0.9,89.1,97,29.3,21.1,8.2,0.0
3970,Bretagne,Bovins viande,Charolaise - Boeufs et femelles finies,217.3,1.5,134.9,1,145.9,85.6,37.4,45.3
3971,Bretagne,Bovins viande,"MB saison, 25% LL, ensilage de maïs",97.2,0.0,79.8,0,77.7,57.2,20.5,19.5
3972,Normandie,Grandes cultures,"Race charolaise, 200 places",276.4,0.0,155.7,1,36.1,0.0,0.5,184.8
3973,Bretagne,Bovins viande,"Broutards, femelles finies",166.1,0.1,85.7,0,94.2,52.2,37.3,0.0
3974,Normandie,Ovins lait,"Début de traite au 20/02, foin",75.3,0.0,101.4,0,69.0,16.1,40.8,6.3
3975,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,162.7,0.9,128.0,0,17.2,0.5,0.0,61.5
3976,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",90.6,1.2,63.2,0,68.6,12.2,35.4,22.0
3977,Bretagne,Autre,Engraisseur avec diversification canne,12.2,0.0,16.0,0,3.8,0.0,2.2,0.0
3978,Bretagne,Bovins lait,50% Maïs/SFP,107.9,0.8,195.2,92,47.5,28.0,19.5,60.4
3979,Bretagne,Caprins,19% du lait transformé en fromages ,113.9,0.0,63.6,0,10.3,4.5,5.8,24.1
3980,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",157.8,1.1,90.4,2,83.9,12.5,0.0,11.7
3981,Pays de la Loire,Bovins lait,100% herbe/SFP,39.3,0.1,93.2,6,23.3,8.5,14.8,16.0
3982,Pays de la Loire,Bovins viande,"Vêl. automne, Jeunes bovins, fem. finies",159.0,0.7,95.8,0,89.5,66.8,22.8,69.5
3983,Bretagne,Caprins,Réussir sa commercialisation,18.2,0.0,43.9,1,18.2,0.0,18.2,0.0
3984,Bretagne,Bovins lait,"90 % de la SAU en SFP, mais-herbe",62.4,0.6,241.9,74,48.0,14.5,33.5,14.5
3985,Pays de la Loire,Ovins viande,Agnelage x2 - agneaux lourds + tardons,177.8,0.0,84.3,0,52.8,10.3,34.1,33.3
3986,Bretagne,Ovins lait,"Début de traite au 15/02, ensilage herbe",99.4,0.3,105.5,0,28.3,5.1,23.2,20.8
3987,Pays de la Loire,Caprins,"MB saison, maxi pâturage",0.0,0.0,6.3,0,0.0,0.0,0.0,0.0
3988,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,12.1,0.4,118.9,0,2.5,1.0,0.0,9.7
3989,Normandie,Bovins lait,"< 10% maïs/SFP, vaches allaitantes",23.6,1.8,130.8,35,23.6,14.3,9.3,0.0
3990,Normandie,Bovins viande,"Salers croisés, Broutards alourdis",142.0,1.5,82.7,0,71.4,12.5,30.4,0.0
3991,Bretagne,Ovins viande,Agnelage x2 - bergerie lourds + tardons,104.5,0.1,66.8,0,45.0,8.0,10.8,37.7
3992,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.2,2.6,23.1,0,1.8,0.0,1.8,0.0
3993,Pays de la Loire,Bovins viande,"Vêl. automne, Jeunes bovins, fem. finies",103.7,0.9,164.6,0,65.2,37.3,27.9,38.5
3994,Normandie,Ovins viande,Un agn. en automne Bergerie et herbe,150.3,0.4,81.8,0,67.7,15.1,13.5,2.1
3995,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,226.2,1.2,136.9,0,13.1,0.0,0.8,213.1
3996,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.0,0.4,16.2,0,2.4,1.0,1.4,0.0
3997,Normandie,Ovins lait,"Début de traite au 20/11, ensilage",90.4,0.8,88.5,0,76.4,10.1,40.8,14.0
3998,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,137.7,0.0,118.1,0,0.6,0.0,0.0,137.0
3999,Normandie,Bovins lait,140 VL avec ROTO ,303.8,1.1,31.9,57,146.4,80.0,0.0,19.1
4000,Bretagne,Ovins viande,Bergerie dominants Achat des agnelles,44.0,0.0,22.7,2,34.7,23.5,11.2,9.3
4001,Normandie,Bovins viande,Un agn. Race proli. Bergerie dominants,94.6,0.0,102.7,0,60.2,41.4,18.9,34.4
4002,Bretagne,Grandes cultures,"Race charolaise, 200 places",86.5,0.5,119.1,0,9.0,0.0,2.0,77.6
4003,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,116.4,0.0,107.6,0,0.0,0.0,0.0,116.4
4004,Bretagne,Bovins viande,Broutards mâles et femelles,0.0,0.0,188.3,0,0.0,0.0,0.0,0.0
4005,Normandie,Bovins viande,"Structure moyenne mixte, coteaux",100.9,0.6,73.9,0,70.9,35.6,10.9,30.0
4006,Normandie,Bovins viande,"Vêl.aut., broutards lourds, gén. finies",172.7,0.0,108.2,0,80.3,59.0,21.3,50.3
4007,Normandie,Bovins lait,100% pâture VL pendant 3 mois,144.8,0.0,172.5,27,51.2,24.4,26.8,81.0
4008,Bretagne,Grandes cultures,"Race charolaise, 200 places",112.0,1.1,136.3,1,0.6,0.3,0.3,89.7
4009,Pays de la Loire,Bovins viande,"MB saison, pâturage, enrubannage et foin",73.8,0.0,102.5,0,51.7,50.3,1.4,22.1
4010,Pays de la Loire,Bovins lait,"Zone de plaine, bons potentiels",131.1,0.2,11.6,33,0.0,0.0,0.0,63.9
4011,Bretagne,Ovins lait,"Début de traite au 20/02, foin",62.2,0.0,58.0,0,42.1,11.0,31.0,20.1
4012,Normandie,Bovins lait,"< 10% maïs/SFP, vaches allaitantes",103.3,0.0,169.3,71,95.6,93.4,2.2,0.0
4013,Pays de la Loire,Ovins viande,3 mises bas en 2 ans non systématique,56.7,0.0,80.1,0,8.9,1.9,7.1,47.8
4014,Bretagne,Autre,Engraisseur avec diversification canne,11.4,0.0,21.2,1,2.8,0.0,2.6,0.0
4015,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",87.6,1.0,81.5,0,64.8,15.9,48.9,22.8
4016,Normandie,Ovins viande,Agnelage x1 - agneaux lourds bergerie,51.3,0.0,61.2,0,12.8,0.0,12.8,38.6
4017,Pays de la Loire,Bovins lait,25% maïs/SFP,52.9,0.0,137.0,92,42.6,27.5,15.1,10.3
4018,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",82.7,0.0,78.9,0,58.5,8.2,36.9,24.2
4019,Bretagne,Bovins lait,AOP Laguiole,157.6,1.3,155.8,97,67.4,36.2,0.0,37.1
4020,Normandie,Autre,Engraisseur avec diversification canne,12.3,0.0,16.1,0,3.6,0.4,3.2,0.7
4021,Bretagne,Ovins viande,Deux périodes d'agn. Bergerie dominants,26.1,0.0,32.3,0,7.5,5.5,1.9,18.7
4022,Bretagne,Bovins viande,Spécialisé Naisseur broutards croisés ,119.3,0.4,137.7,0,111.1,42.9,0.0,8.2
4023,Bretagne,Autre,Engraisseur avec diversification canne,10.7,0.0,22.4,0,2.2,0.2,1.9,0.0
4024,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",109.5,1.5,48.8,1,27.3,5.7,21.6,16.5
4025,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",74.4,0.0,101.9,0,23.2,2.6,20.5,9.3
4026,Normandie,Caprins,Mises bas saison,31.8,0.0,31.8,0,26.3,7.0,0.0,5.5
4027,Normandie,Autre,Engraisseur avec diversification canne,8.8,0.0,20.6,0,3.6,0.7,2.9,0.0
4028,Bretagne,Caprins,Pastoral assurant par le distribué,40.6,0.3,11.7,0,26.9,0.0,4.2,0.0
4029,Bretagne,Ovins viande,Agnelage x1 - tardons semi-finis,54.2,0.3,47.4,0,54.2,31.2,12.8,0.0
4030,Pays de la Loire,Bovins lait,"35% maïs/SFP, grande dimension",115.0,0.0,188.7,115,78.0,23.5,30.1,37.0
4031,Normandie,Ovins viande,Agnelage x2 - bergerie lourds + tardons,69.3,0.0,99.1,0,31.0,23.8,7.1,38.4
4032,Bretagne,Bovins viande,"Vêl. automne, Broutards, fem. finies",178.3,0.0,175.0,0,73.5,55.7,17.8,38.9
4033,Bretagne,Bovins lait,15% de maïs/SFP,69.4,0.0,164.9,70,46.9,32.0,14.9,22.5
4034,Bretagne,Caprins,Un systéme simple mais technique ,64.4,0.0,0.0,0,41.8,11.1,7.5,22.2
4035,Bretagne,Autre,Engraisseur avec diversification canne,12.6,1.4,17.6,1,3.4,0.3,3.1,0.0
4036,Bretagne,Grandes cultures,"Race charolaise, 200 places",232.5,0.0,106.2,0,17.0,2.7,0.9,76.9
4037,Bretagne,Autre,Engraisseur avec diversification canne,10.1,1.1,19.5,0,3.2,0.0,2.1,2.5
4038,Normandie,Caprins,"MB de saison, 33% LL, ensilage de maïs",40.1,1.1,40.3,0,36.1,0.0,12.4,3.9
4039,Normandie,Ovins viande,3 agn.s en 2 ans Reproducteurs ,116.9,1.6,49.8,1,45.6,0.0,0.0,66.1
4040,Pays de la Loire,Ovins lait,"Début de traite au 01/12, enrubannage",117.2,0.5,77.4,0,74.5,13.2,57.5,25.7
4041,Normandie,Grandes cultures,"Race charolaise, 200 places",136.9,0.0,119.9,0,2.7,0.0,1.4,94.2
4042,Normandie,Bovins viande,"Vêl. aut., veaux ss la mère et broutards",126.6,0.0,123.8,1,7.2,3.8,3.3,20.8
4043,Normandie,Caprins,"Deux périodes de MB, foin de luzerne",0.0,0.3,59.8,0,0.0,0.0,0.0,0.0
4044,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",163.4,0.0,162.1,0,0.0,0.0,0.0,163.4
4045,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",96.0,0.0,158.9,0,7.1,0.7,0.9,75.8
4046,Pays de la Loire,Ovins viande,Agnelage principal en hiver,83.4,1.4,16.3,2,65.1,13.9,3.0,18.3
4047,Bretagne,Autre,Engraisseur avec diversification canne,9.0,0.0,13.2,0,3.1,0.8,2.3,0.0
4048,Normandie,Caprins,Mises bas saison,39.6,0.0,73.5,0,39.6,0.0,0.8,0.0
4049,Normandie,Autre,Engraisseur avec diversification canne,11.8,0.0,24.2,0,2.5,0.2,2.2,0.0
4050,Bretagne,Bovins lait,"autonomie protéique, > 6500 l/VL",200.3,0.0,138.7,77,66.9,37.4,29.5,11.6
4051,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",119.3,0.0,52.8,0,95.1,13.8,81.3,24.2
4052,Normandie,Bovins lait,"autonomie protéique, > 6500 l/VL",222.9,0.0,115.6,17,119.2,87.9,12.1,51.3
4053,Normandie,Caprins,"Désaisonnement, 30% LL, foin de luzerne",0.1,0.5,1.0,0,0.1,0.0,0.1,0.1
4054,Normandie,Caprins,Pastoral misant sur le distribué,68.7,0.0,44.8,0,36.1,23.7,12.4,32.6
4055,Normandie,Bovins viande,Naisseur Strict,143.9,0.0,191.4,1,124.9,14.4,26.5,19.0
4056,Normandie,Autre,Engraisseur avec diversification canne,6.5,0.6,16.4,0,2.8,0.8,2.0,0.0
4057,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.7,0.0,14.8,0,2.6,0.8,1.8,2.1
4058,Pays de la Loire,Bovins lait,Volume de lait modeste,49.2,0.0,164.5,12,46.8,0.0,19.4,2.3
4059,Pays de la Loire,Ovins lait,"Début de traite au 20/11, ensilage",81.1,1.2,91.5,0,53.2,10.0,43.2,28.0
4060,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,201.4,1.9,122.3,0,15.4,0.3,0.2,61.6
4061,Normandie,Autre,Engraisseur avec diversification canne,10.5,0.6,18.6,0,2.6,0.0,2.6,0.0
4062,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.3,0.0,15.3,0,3.3,0.6,2.5,0.0
4063,Pays de la Loire,Bovins viande,Vêlages de printemps,124.5,2.0,153.9,0,89.1,31.1,18.1,8.7
4064,Pays de la Loire,Bovins lait,AOP Laguiole,188.5,0.9,180.2,103,30.6,16.2,14.4,0.0
4065,Normandie,Bovins lait,Herbager ensilage d'herbe,161.7,0.4,52.3,46,151.5,85.5,50.5,10.2
4066,Bretagne,Ovins viande,Deux périodes d'agn. Reproducteurs,83.4,0.0,50.8,0,25.0,0.0,24.6,9.0
4067,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,205.7,1.0,158.1,0,37.3,0.7,0.2,87.1
4068,Bretagne,Bovins viande,"Vêl.hiver, Broutards avec fem. maigres",113.5,1.1,112.2,0,113.5,76.2,37.4,0.0
4069,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,328.0,0.0,111.7,0,3.1,0.3,0.0,261.9
4070,Normandie,Autre,Engraisseur avec diversification canne,10.7,0.0,18.4,0,2.5,0.0,2.5,0.1
4071,Normandie,Bovins viande,"Vêl. hiver, Broutards, fem. finies",174.6,0.2,111.1,0,92.9,0.0,47.5,0.0
